feature,importance
desc_emb_481,0.00038368512204845547
desc_emb_351,0.0003836671847312876
desc_emb_7,0.00038316457487927967
desc_emb_321,0.0003830970374546841
desc_emb_358,0.0003828409857378003
desc_emb_237,0.0003827375995107434
desc_emb_412,0.0003827342891611874
desc_emb_431,0.0003822634644466602
desc_emb_684,0.0003822179382871959
desc_emb_693,0.00038218991733786947
desc_emb_79,0.00038213517380264044
desc_emb_152,0.0003821136687931403
desc_emb_20,0.00038188678961057686
desc_emb_188,0.00038147609053805324
desc_emb_408,0.0003813670857504212
desc_emb_57,0.00038133697553840675
desc_emb_278,0.00038130991100298743
desc_emb_641,0.0003812396307869323
desc_emb_139,0.00038112128040838287
desc_emb_158,0.0003809375831055462
desc_emb_396,0.00038089822653789663
desc_emb_163,0.0003808683997706232
desc_emb_606,0.0003806976090600845
desc_emb_453,0.0003806700528288908
desc_emb_287,0.0003805495504701196
desc_emb_713,0.00038049876883495707
desc_emb_150,0.00038045974336072035
desc_emb_211,0.0003803783961136634
desc_emb_369,0.00038029845706980973
genre_Biography,0.0003797524515969958
desc_emb_452,0.0003797115301559609
desc_emb_726,0.0003796815245677076
desc_emb_454,0.0003796562820300785
desc_emb_672,0.00037945487456952855
desc_emb_409,0.00037944417983170703
desc_emb_318,0.00037936952190897774
desc_emb_544,0.00037932072043744065
desc_emb_360,0.0003791994498342081
desc_emb_256,0.00037905670125746606
desc_emb_722,0.000378981099570606
desc_emb_272,0.0003788665719285191
desc_emb_523,0.00037886581979776644
desc_emb_309,0.000378658267801917
desc_emb_342,0.0003784328951718316
desc_emb_114,0.0003784213681303447
desc_emb_110,0.0003784143107200042
desc_emb_357,0.0003782105724356719
desc_emb_248,0.0003779430988462873
desc_emb_652,0.00037782323209457875
desc_emb_32,0.00037780133573001273
desc_emb_666,0.00037764295087596605
desc_emb_621,0.0003776203348555057
desc_emb_478,0.00037750625529657744
desc_emb_741,0.0003774489234271803
desc_emb_169,0.0003772759463454333
desc_emb_271,0.00037718227809385794
desc_emb_588,0.00037718022137780803
desc_emb_731,0.000377025981491099
desc_emb_489,0.00037697781501678433
desc_emb_541,0.00037691658878736205
desc_emb_488,0.00037660458483541274
desc_emb_561,0.000376549292900522
desc_emb_572,0.0003763591299402402
desc_emb_569,0.00037632566480518665
desc_emb_27,0.0003762933937587254
desc_emb_474,0.0003760150814378343
desc_emb_167,0.00037577304338204485
desc_emb_472,0.0003757713640049799
desc_emb_302,0.00037572808791318105
desc_emb_570,0.00037570540427276874
desc_emb_618,0.000375666837248559
desc_emb_598,0.00037561020367696783
desc_emb_691,0.00037556697962119967
desc_emb_556,0.0003754633173351705
desc_emb_220,0.0003754022056449584
desc_emb_479,0.00037528447466702946
desc_emb_148,0.0003752528615475406
desc_emb_432,0.0003752068308678328
desc_emb_5,0.00037508939998394386
desc_emb_157,0.0003749806947217658
desc_emb_315,0.00037491731887183855
desc_emb_275,0.00037489559913224315
desc_emb_765,0.0003748042258005072
desc_emb_319,0.00037479044256653556
desc_emb_8,0.00037456224897496553
desc_emb_197,0.0003745602367483189
desc_emb_587,0.0003745255271905895
desc_emb_120,0.00037451173584129025
desc_emb_686,0.0003742664849479061
desc_emb_586,0.0003742403550191333
desc_emb_353,0.00037414362009329855
desc_emb_651,0.0003740691474518359
desc_emb_63,0.0003740683638882651
desc_emb_568,0.00037399823281652784
desc_emb_106,0.0003739426845257364
desc_emb_573,0.0003736944397215053
desc_emb_142,0.0003736934920035771
desc_emb_648,0.0003735201538196119
desc_emb_189,0.00037350880244787165
desc_emb_186,0.00037348590399175857
desc_emb_306,0.00037345107066666665
desc_emb_539,0.0003733566106592967
desc_emb_404,0.00037309356135229073
desc_emb_90,0.00037293214563889203
desc_emb_515,0.000372348127654973
desc_emb_336,0.00037222315747985417
desc_emb_519,0.00037219494185339216
desc_emb_451,0.00037207086761239627
desc_emb_255,0.0003720660437788011
desc_emb_115,0.00037164602975191957
desc_emb_41,0.00037146592932227335
desc_emb_545,0.00037129969460805056
desc_emb_403,0.0003711978282067255
desc_emb_525,0.0003711814973049075
desc_emb_11,0.00037114035400241316
desc_emb_469,0.00037108394545578373
desc_emb_578,0.0003708552409762555
desc_emb_97,0.00037077974325021827
desc_emb_71,0.00037073854377163326
desc_emb_500,0.00037072492526466513
desc_emb_508,0.0003706696720466464
desc_emb_461,0.0003706666043190664
desc_emb_215,0.00037063784472306054
desc_emb_26,0.00037046915524846714
desc_emb_193,0.0003704295401510311
desc_emb_119,0.00037041473351358934
desc_emb_520,0.00037033021419948734
desc_emb_740,0.00037023515101163284
desc_emb_212,0.0003701614212525042
desc_emb_244,0.0003699820322637125
desc_emb_450,0.00036996511099951756
desc_emb_399,0.0003697711762112048
desc_emb_140,0.0003695980318732778
desc_emb_688,0.00036952640072580894
desc_emb_504,0.0003694250244558785
desc_emb_576,0.0003693987247026077
desc_emb_175,0.0003693898803649622
desc_emb_459,0.0003692575548203924
desc_emb_548,0.0003691196633712759
desc_emb_498,0.00036911840186403916
desc_emb_113,0.00036904157231187424
desc_emb_261,0.00036902545093530606
desc_emb_191,0.00036895181544112685
desc_emb_745,0.0003687628844557546
desc_emb_286,0.00036869039526173325
desc_emb_373,0.00036850627428590264
desc_emb_613,0.0003684339489654264
desc_emb_674,0.000368057686581681
desc_emb_262,0.00036803516918550063
desc_emb_64,0.0003680167138513432
desc_emb_584,0.0003678365618655822
desc_emb_616,0.0003677132144669268
desc_emb_414,0.00036765263840780887
desc_emb_601,0.0003672634451712076
desc_emb_571,0.0003672594470101219
desc_emb_93,0.0003671971355132164
desc_emb_747,0.000367183523727519
desc_emb_339,0.0003670491906361869
desc_emb_381,0.0003668865539528669
desc_emb_582,0.0003668629345673464
desc_emb_704,0.00036658994426677264
desc_emb_258,0.00036643733112793627
desc_emb_290,0.00036629893332911103
desc_emb_111,0.00036629758555765653
desc_emb_141,0.000366140580996314
desc_emb_274,0.0003661021112904858
desc_emb_482,0.00036599356644218206
desc_emb_164,0.00036583205860861396
desc_emb_217,0.0003657460922740542
desc_emb_506,0.00036551992368799216
desc_emb_737,0.00036525397479661285
desc_emb_326,0.00036508739090925315
desc_emb_280,0.0003649849397077311
desc_emb_455,0.00036487256552144193
desc_emb_667,0.00036476872554775703
desc_emb_96,0.0003647677596786117
desc_emb_377,0.00036431935716862193
desc_emb_151,0.0003642911415178587
desc_emb_74,0.00036399153031601
desc_emb_738,0.00036392315338482567
desc_emb_581,0.000363922306441395
desc_emb_470,0.00036356450259598526
desc_emb_251,0.00036343026244216444
desc_emb_597,0.0003634114097259921
desc_emb_37,0.00036322022742754504
desc_emb_77,0.0003628769755234091
desc_emb_763,0.000362847208785884
desc_emb_499,0.0003628274843449423
desc_emb_712,0.000362279737212052
desc_emb_507,0.00036223900487890667
desc_emb_69,0.0003620561507541793
desc_emb_240,0.00036202700602158797
desc_emb_739,0.0003619534395931158
desc_emb_609,0.0003617687192647844
desc_emb_78,0.00036167369649665263
desc_emb_213,0.00036143042724851346
desc_emb_367,0.000361170027963117
desc_emb_665,0.0003608803490104733
desc_emb_495,0.00036087563363153844
desc_emb_410,0.00036086242641080455
desc_emb_348,0.0003608259804617807
desc_emb_579,0.0003607339057785544
desc_emb_430,0.00036050750203640174
desc_emb_127,0.0003602161201017166
desc_emb_625,0.0003599768294657317
desc_emb_107,0.00035991036851162086
desc_emb_252,0.0003598037146507523
desc_emb_143,0.00035978274835765585
desc_emb_54,0.0003596248982947173
desc_emb_303,0.0003596175694478908
desc_emb_542,0.00035954975993616437
desc_emb_128,0.00035945291432432335
desc_emb_491,0.0003594206541161818
desc_emb_413,0.0003594051574866155
desc_emb_25,0.00035926710900491146
desc_emb_411,0.0003592160634004187
desc_emb_757,0.0003591673877693963
desc_emb_614,0.00035898929392904976
desc_emb_390,0.00035894666907966766
desc_emb_644,0.0003589296102066344
desc_emb_137,0.00035861616304937383
desc_emb_66,0.00035843740677372877
desc_emb_716,0.00035843093305849404
desc_emb_717,0.00035832035120579396
desc_emb_135,0.0003579684453531174
desc_emb_419,0.00035787324298424046
desc_emb_283,0.0003577012534258762
desc_emb_590,0.00035765078636465795
desc_emb_655,0.00035719647301196586
desc_emb_92,0.00035705011561007027
desc_emb_626,0.00035664591884776073
desc_emb_668,0.0003565879712056238
desc_emb_50,0.00035653439793350064
desc_emb_9,0.000356523499705833
desc_emb_599,0.00035648939081562697
desc_emb_744,0.00035647499621353215
desc_emb_398,0.00035629692075794323
desc_emb_187,0.0003561092704536928
desc_emb_231,0.0003560590393470394
desc_emb_285,0.00035605046379103125
desc_emb_1,0.0003557541577160596
desc_emb_707,0.00035572604666921163
desc_emb_204,0.0003552175244617331
desc_emb_758,0.0003552078744288414
desc_emb_227,0.00035486203280594774
desc_emb_372,0.0003548589179230174
desc_emb_527,0.00035478913961821856
desc_emb_719,0.00035404793099110834
desc_emb_62,0.0003539956029449755
desc_emb_433,0.0003539508738188179
desc_emb_534,0.0003538676904435709
desc_emb_630,0.00035354617927516366
desc_emb_370,0.00035348057596165525
desc_emb_649,0.0003533985298254914
desc_emb_679,0.00035336807079215025
desc_emb_17,0.00035336392234052637
desc_emb_468,0.0003532026277656615
desc_emb_330,0.0003531603070129377
desc_emb_161,0.00035297746036403105
desc_emb_596,0.0003528371178241193
desc_emb_751,0.0003527771462677008
desc_emb_400,0.0003526123786781944
desc_emb_190,0.000352606154972959
desc_emb_21,0.0003524209201389803
desc_emb_24,0.00035228302409508503
desc_emb_42,0.0003518875478527988
desc_emb_567,0.00035186079967355064
desc_emb_752,0.00035157793837877627
desc_emb_375,0.00035136203024363716
desc_emb_706,0.00035058541142744804
desc_emb_22,0.00035031259327719476
desc_emb_421,0.0003498735833769563
desc_emb_249,0.0003497606266700937
desc_emb_327,0.0003496838475503095
desc_emb_341,0.0003496424258611982
desc_emb_660,0.0003495203315101366
desc_emb_94,0.00034948463612284017
desc_emb_173,0.0003494683619332578
desc_emb_325,0.00034945647801092527
desc_emb_259,0.0003493228292187965
desc_emb_677,0.00034903077359608526
desc_emb_171,0.0003490255369503431
desc_emb_75,0.0003489314402355455
desc_emb_721,0.0003487603056190463
desc_emb_376,0.0003486539382486483
desc_emb_371,0.00034823143408963523
desc_emb_656,0.0003481782243120616
desc_emb_658,0.0003479516563064642
desc_emb_436,0.0003479399125958409
desc_emb_669,0.0003477070783551378
desc_emb_131,0.00034746720841098537
desc_emb_166,0.0003474586990440169
desc_emb_218,0.00034731647792021146
desc_emb_332,0.00034683247172947226
desc_emb_109,0.0003465439017609816
desc_emb_509,0.00034603976897471965
desc_emb_105,0.00034591528971511927
desc_emb_501,0.0003458338352199947
desc_emb_687,0.0003453092284814859
desc_emb_538,0.0003450257955401435
desc_emb_72,0.0003447424967621157
desc_emb_416,0.00034470692989763526
desc_emb_384,0.00034451928221994967
desc_emb_594,0.00034421010930353406
desc_emb_560,0.00034388284719443445
desc_emb_68,0.00034385945081727193
desc_emb_397,0.0003432791335227871
desc_emb_246,0.00034325291439710095
desc_emb_557,0.0003431621456205234
desc_emb_718,0.00034307897923402836
desc_emb_475,0.00034296305860313553
desc_emb_56,0.0003426749647343899
desc_emb_346,0.00034265630314714323
desc_emb_457,0.00034259902253667626
desc_emb_214,0.0003421755712117898
desc_emb_216,0.00034207631400201555
desc_emb_604,0.000341556371665314
desc_emb_331,0.0003414821697201302
desc_emb_265,0.00034138499727292334
desc_emb_172,0.0003412701888061079
desc_emb_531,0.000340947664682392
desc_emb_402,0.0003408928431009816
desc_emb_264,0.00034087897631157713
desc_emb_518,0.0003408391504688865
genre_Romance,0.0003405784903200777
desc_emb_284,0.0003405264526068483
desc_emb_219,0.0003404774209375048
desc_emb_445,0.00034029098748866824
desc_emb_701,0.0003402155822701472
desc_emb_322,0.0003400540000080947
desc_emb_393,0.0003400175927362317
desc_emb_87,0.0003399685213365238
desc_emb_486,0.0003399182781851744
desc_emb_101,0.0003398539529103604
desc_emb_263,0.0003394059574276735
desc_emb_617,0.00033928701063959594
desc_emb_296,0.00033918144246675695
desc_emb_2,0.0003389490996837673
desc_emb_122,0.00033885035870870876
desc_emb_632,0.0003386750546080877
desc_emb_160,0.00033838283917581984
desc_emb_710,0.0003382468819573923
desc_emb_28,0.0003380409438285243
desc_emb_238,0.0003379979401846501
desc_emb_200,0.0003378195215205886
desc_emb_611,0.00033737398207955095
desc_emb_149,0.00033723213672094866
desc_emb_208,0.0003371773904073447
desc_emb_145,0.0003365985563931871
desc_emb_610,0.000336149248824012
desc_emb_44,0.00033604829027058787
desc_emb_310,0.000333960074416645
desc_emb_427,0.00033386197641037917
desc_emb_697,0.0003337959048656067
desc_emb_136,0.00033321616074402584
desc_emb_130,0.00033296247220747794
desc_emb_144,0.0003319511548023441
desc_emb_297,0.0003317659304104332
desc_emb_242,0.00033165357269546197
desc_emb_749,0.00033136129060292715
desc_emb_746,0.00033126465981179
desc_emb_619,0.0003310014334097473
desc_emb_565,0.0003301258280501466
desc_emb_645,0.0003296110779567575
desc_emb_48,0.0003294619556684147
desc_emb_574,0.0003284322741128917
desc_emb_629,0.00032830828298406416
desc_emb_464,0.00032813452334495553
desc_emb_177,0.00032810336842194107
desc_emb_65,0.0003276792533471647
desc_emb_30,0.00032743676746771765
desc_emb_76,0.0003264820764404446
desc_emb_345,0.0003262947220510394
desc_emb_678,0.0003254818688159352
desc_emb_446,0.0003247945503139668
desc_emb_133,0.00032414836311622314
desc_emb_320,0.0003232140170810594
desc_emb_600,0.00032264141289720555
desc_emb_637,0.000322578486649437
desc_emb_471,0.00032069738825342864
desc_emb_496,0.0003184531333096028
desc_emb_207,0.00031682880710201853
desc_emb_380,0.0003145739088721651
desc_emb_405,0.0003123357506776896
desc_emb_250,0.00031112014581710325
genre_Comedy,0.0003039719313179344
genre_Animation,0.0001738050278142896
genre_Crime,0.00011897995028568361
genre_Adventure,4.1554363619678396e-05
genre_History,3.951396351918686e-05
genre_Film-Noir,3.55186361604099e-05
genre_Mystery,3.27375742814275e-05
genre_Fantasy,3.009816977695328e-05
genre_Musical,2.1197067875410923e-05
genre_War,1.9854936540833044e-05
genre_Family,1.1009655031753115e-05
genre_Music,6.547273510637199e-06
genre_Sport,4.632993873140163e-06
genre_Western,1.6319636676722553e-06
genre_Adult,0.0
genre_News,0.0
genre_Reality-TV,0.0
genre_Documentary,0.0
